Pais;Provincia;Pontos;Preco
FR       ;Alsace           ;90;21
FR       ;Southwest France ;86;
FR       ;Loire Valley     ;86;17
FR       ;Loire Valley     ;86;16
FR       ;Loire Valley     ;84;20
FR       ;France Other     ;84;
FR       ;Loire Valley     ;84;14
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;84;13
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;84;16
FR       ;Bordeaux         ;84;20
FR       ;Rhône Valley     ;86;13
FR       ;Bordeaux         ;90;20
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;21
FR       ;Burgundy         ;89;46
FR       ;Burgundy         ;92;53
FR       ;Burgundy         ;92;84
FR       ;Burgundy         ;92;110
FR       ;Burgundy         ;92;260
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;85;30
FR       ;Burgundy         ;85;23
FR       ;Burgundy         ;85;16
FR       ;Burgundy         ;85;27
FR       ;Bordeaux         ;91;29
FR       ;Bordeaux         ;91;35
FR       ;Provence         ;91;
FR       ;Loire Valley     ;89;20
FR       ;Loire Valley     ;89;23
FR       ;Burgundy         ;89;27
FR       ;Southwest France ;92;25
FR       ;Southwest France ;92;32
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;13
FR       ;Burgundy         ;93;100
FR       ;Alsace           ;88;23
FR       ;Champagne        ;88;40
FR       ;Bordeaux         ;88;10
FR       ;Bordeaux         ;88;13
FR       ;Bordeaux         ;88;13
FR       ;Bordeaux         ;88;18
FR       ;Bordeaux         ;88;20
FR       ;Rhône Valley     ;85;18
FR       ;Loire Valley     ;85;15
FR       ;France Other     ;88;30
FR       ;Rhône Valley     ;85;16
FR       ;Burgundy         ;84;12
FR       ;Southwest France ;84;11
FR       ;Rhône Valley     ;84;14
FR       ;Loire Valley     ;84;16
FR       ;Languedoc-Roussil;84;16
FR       ;Loire Valley     ;84;15
FR       ;Loire Valley     ;88;25
FR       ;Loire Valley     ;88;29
FR       ;Loire Valley     ;88;20
FR       ;Southwest France ;86;10
FR       ;Rhône Valley     ;86;9
FR       ;Burgundy         ;88;
FR       ;Provence         ;88;15
FR       ;Rhône Valley     ;88;17
FR       ;Rhône Valley     ;88;37
FR       ;Rhône Valley     ;88;23
FR       ;Bordeaux         ;88;20
FR       ;Loire Valley     ;88;25
FR       ;Loire Valley     ;88;19
FR       ;Loire Valley     ;88;22
FR       ;Champagne        ;94;
FR       ;Champagne        ;94;58
FR       ;Champagne        ;94;125
FR       ;Burgundy         ;94;
FR       ;Champagne        ;93;69
FR       ;Burgundy         ;93;76
FR       ;Provence         ;93;26
FR       ;Beaujolais       ;88;19
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;94;130
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;86;15
FR       ;Alsace           ;93;22
FR       ;Champagne        ;93;150
FR       ;Alsace           ;93;36
FR       ;Champagne        ;93;90
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;91;22
FR       ;Bordeaux         ;91;
FR       ;Burgundy         ;90;26
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;
FR       ;Provence         ;85;
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;20
FR       ;Burgundy         ;96;330
FR       ;Burgundy         ;95;142
FR       ;Burgundy         ;95;569
FR       ;Burgundy         ;95;240
FR       ;Burgundy         ;95;710
FR       ;Loire Valley     ;94;75
FR       ;Bordeaux         ;87;12
FR       ;Alsace           ;92;62
FR       ;Bordeaux         ;89;15
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;86;13
FR       ;Beaujolais       ;86;
FR       ;Beaujolais       ;86;15
FR       ;Beaujolais       ;86;
FR       ;Beaujolais       ;87;10
FR       ;Bordeaux         ;85;
FR       ;France Other     ;85;13
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;
FR       ;Champagne        ;85;40
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;85;18
FR       ;Loire Valley     ;88;17
FR       ;Bordeaux         ;88;15
FR       ;Loire Valley     ;88;12
FR       ;Loire Valley     ;88;22
FR       ;Burgundy         ;91;56
FR       ;France Other     ;83;15
FR       ;Champagne        ;90;49
FR       ;Alsace           ;90;21
FR       ;Champagne        ;90;65
FR       ;Champagne        ;90;55
FR       ;Champagne        ;90;78
FR       ;Beaujolais       ;90;13
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;15
FR       ;France Other     ;90;
FR       ;Champagne        ;90;65
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;26
FR       ;Provence         ;88;17
FR       ;Provence         ;88;12
FR       ;Provence         ;88;15
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;88;18
FR       ;Bordeaux         ;88;17
FR       ;Alsace           ;88;42
FR       ;Bordeaux         ;87;12
FR       ;Rhône Valley     ;84;11
FR       ;Burgundy         ;85;30
FR       ;Bordeaux         ;85;14
FR       ;Provence         ;85;
FR       ;Burgundy         ;88;70
FR       ;Burgundy         ;88;50
FR       ;Champagne        ;88;50
FR       ;Champagne        ;88;90
FR       ;Champagne        ;88;41
FR       ;Alsace           ;85;
FR       ;Burgundy         ;85;22
FR       ;Rhône Valley     ;86;37
FR       ;Rhône Valley     ;86;11
FR       ;Bordeaux         ;86;
FR       ;Burgundy         ;92;82
FR       ;Loire Valley     ;87;14
FR       ;France Other     ;87;16
FR       ;Loire Valley     ;87;27
FR       ;Bordeaux         ;82;15
FR       ;France Other     ;91;
FR       ;Loire Valley     ;91;37
FR       ;Alsace           ;91;26
FR       ;Burgundy         ;87;22
FR       ;Burgundy         ;87;
FR       ;Burgundy         ;87;
FR       ;Provence         ;86;
FR       ;Champagne        ;90;61
FR       ;Burgundy         ;89;80
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;86;10
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;85;15
FR       ;Rhône Valley     ;85;14
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;13
FR       ;Champagne        ;92;75
FR       ;Bordeaux         ;90;40
FR       ;Rhône Valley     ;90;55
FR       ;Loire Valley     ;93;110
FR       ;Bordeaux         ;90;16
FR       ;Alsace           ;91;22
FR       ;Alsace           ;91;37
FR       ;Loire Valley     ;91;
FR       ;Burgundy         ;90;
FR       ;Loire Valley     ;92;26
FR       ;Burgundy         ;92;26
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;70
FR       ;Loire Valley     ;88;
FR       ;Champagne        ;95;93
FR       ;Champagne        ;95;380
FR       ;Champagne        ;94;100
FR       ;Bordeaux         ;88;15
FR       ;Champagne        ;88;55
FR       ;Bordeaux         ;88;19
FR       ;Bordeaux         ;88;14
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;88;14
FR       ;Loire Valley     ;93;26
FR       ;Loire Valley     ;92;40
FR       ;Loire Valley     ;92;80
FR       ;Bordeaux         ;89;29
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;40
FR       ;Bordeaux         ;84;11
FR       ;Burgundy         ;90;113
FR       ;Beaujolais       ;90;26
FR       ;Burgundy         ;90;32
FR       ;Burgundy         ;90;114
FR       ;Beaujolais       ;90;18
FR       ;Burgundy         ;90;35
FR       ;Loire Valley     ;89;20
FR       ;Provence         ;85;15
FR       ;Alsace           ;85;
FR       ;Bordeaux         ;89;30
FR       ;Bordeaux         ;89;30
FR       ;Bordeaux         ;89;
FR       ;Alsace           ;82;
FR       ;Bordeaux         ;88;55
FR       ;Rhône Valley     ;88;12
FR       ;Bordeaux         ;88;40
FR       ;Rhône Valley     ;88;13
FR       ;Alsace           ;91;
FR       ;Alsace           ;91;25
FR       ;Provence         ;91;
FR       ;Loire Valley     ;89;23
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;90;17
FR       ;Bordeaux         ;90;42
FR       ;Bordeaux         ;90;39
FR       ;Bordeaux         ;90;50
FR       ;Bordeaux         ;90;40
FR       ;Bordeaux         ;90;15
FR       ;France Other     ;90;38
FR       ;France Other     ;90;45
FR       ;Alsace           ;86;19
FR       ;Alsace           ;86;16
FR       ;Alsace           ;86;16
FR       ;Bordeaux         ;90;35
FR       ;Bordeaux         ;90;
FR       ;Rhône Valley     ;90;37
FR       ;Southwest France ;94;
FR       ;Loire Valley     ;91;40
FR       ;Loire Valley     ;91;25
FR       ;Loire Valley     ;91;25
FR       ;Provence         ;88;30
FR       ;Provence         ;88;15
FR       ;Southwest France ;89;13
FR       ;Champagne        ;88;37
FR       ;Champagne        ;88;45
FR       ;Champagne        ;88;45
FR       ;Champagne        ;88;97
FR       ;Champagne        ;88;60
FR       ;Languedoc-Roussil;86;15
FR       ;Rhône Valley     ;86;13
FR       ;Bordeaux         ;86;14
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;14
FR       ;Bordeaux         ;86;12
FR       ;Champagne        ;93;72
FR       ;Burgundy         ;85;15
FR       ;Burgundy         ;85;
FR       ;Rhône Valley     ;84;10
FR       ;Alsace           ;94;80
FR       ;Alsace           ;94;55
FR       ;Alsace           ;94;40
FR       ;Alsace           ;94;28
FR       ;Alsace           ;94;40
FR       ;Alsace           ;94;55
FR       ;Alsace           ;94;47
FR       ;Alsace           ;93;61
FR       ;Alsace           ;93;48
FR       ;Alsace           ;93;
FR       ;Burgundy         ;88;27
FR       ;Burgundy         ;88;28
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;51
FR       ;Alsace           ;89;12
FR       ;Alsace           ;89;19
FR       ;Alsace           ;89;16
FR       ;Bordeaux         ;87;22
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;23
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;10
FR       ;Champagne        ;87;35
FR       ;Burgundy         ;89;
FR       ;Bordeaux         ;90;15
FR       ;Bordeaux         ;90;25
FR       ;Bordeaux         ;90;25
FR       ;Bordeaux         ;90;20
FR       ;Bordeaux         ;90;20
FR       ;Alsace           ;90;20
FR       ;Alsace           ;90;25
FR       ;Loire Valley     ;92;29
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;94;350
FR       ;Bordeaux         ;94;55
FR       ;Bordeaux         ;93;90
FR       ;Bordeaux         ;93;75
FR       ;Rhône Valley     ;84;9
FR       ;Beaujolais       ;86;21
FR       ;Beaujolais       ;86;16
FR       ;Rhône Valley     ;87;9
FR       ;Bordeaux         ;87;13
FR       ;Burgundy         ;87;
FR       ;Provence         ;87;10
FR       ;Southwest France ;90;22
FR       ;Southwest France ;90;
FR       ;Bordeaux         ;84;35
FR       ;Bordeaux         ;84;19
FR       ;Bordeaux         ;84;35
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;41
FR       ;Rhône Valley     ;90;60
FR       ;Loire Valley     ;90;20
FR       ;Loire Valley     ;90;
FR       ;Champagne        ;87;60
FR       ;Champagne        ;87;40
FR       ;Beaujolais       ;87;
FR       ;Champagne        ;87;45
FR       ;Champagne        ;87;45
FR       ;Burgundy         ;89;35
FR       ;Burgundy         ;89;40
FR       ;Loire Valley     ;92;99
FR       ;Bordeaux         ;91;29
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;87;23
FR       ;Alsace           ;90;20
FR       ;Burgundy         ;90;26
FR       ;Alsace           ;90;55
FR       ;Burgundy         ;85;
FR       ;Alsace           ;85;
FR       ;Languedoc-Roussil;87;12
FR       ;Burgundy         ;87;19
FR       ;Southwest France ;87;23
FR       ;Bordeaux         ;88;18
FR       ;Languedoc-Roussil;88;21
FR       ;Bordeaux         ;84;20
FR       ;Southwest France ;85;12
FR       ;Southwest France ;85;10
FR       ;Southwest France ;87;17
FR       ;Southwest France ;87;12
FR       ;Rhône Valley     ;87;16
FR       ;Rhône Valley     ;90;75
FR       ;Champagne        ;92;72
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;36
FR       ;Southwest France ;87;18
FR       ;Southwest France ;87;15
FR       ;Rhône Valley     ;85;15
FR       ;Burgundy         ;85;
FR       ;Beaujolais       ;84;11
FR       ;Rhône Valley     ;88;16
FR       ;Rhône Valley     ;87;13
FR       ;Southwest France ;87;15
FR       ;Southwest France ;87;70
FR       ;Alsace           ;96;120
FR       ;Alsace           ;95;59
FR       ;Beaujolais       ;88;24
FR       ;Beaujolais       ;88;17
FR       ;Languedoc-Roussil;88;25
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;25
FR       ;Southwest France ;86;14
FR       ;Southwest France ;86;11
FR       ;Rhône Valley     ;86;12
FR       ;Southwest France ;86;9
FR       ;Southwest France ;86;11
FR       ;Burgundy         ;92;49
FR       ;Burgundy         ;92;50
FR       ;Champagne        ;88;43
FR       ;Champagne        ;88;37
FR       ;Champagne        ;88;45
FR       ;Bordeaux         ;91;80
FR       ;Bordeaux         ;91;26
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;19
FR       ;Bordeaux         ;91;45
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;90;21
FR       ;Bordeaux         ;90;36
FR       ;Alsace           ;90;38
FR       ;Alsace           ;90;30
FR       ;Bordeaux         ;86;13
FR       ;Bordeaux         ;86;17
FR       ;Provence         ;94;44
FR       ;Southwest France ;93;50
FR       ;Provence         ;88;42
FR       ;Burgundy         ;95;95
FR       ;Burgundy         ;95;
FR       ;Champagne        ;89;49
FR       ;Bordeaux         ;89;38
FR       ;Bordeaux         ;89;
FR       ;Rhône Valley     ;89;34
FR       ;Provence         ;86;18
FR       ;Provence         ;86;14
FR       ;Provence         ;86;14
FR       ;Provence         ;86;16
FR       ;Provence         ;86;26
FR       ;Burgundy         ;88;59
FR       ;Burgundy         ;88;68
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;26
FR       ;Burgundy         ;88;25
FR       ;Burgundy         ;85;17
FR       ;Bordeaux         ;85;7
FR       ;Champagne        ;85;35
FR       ;Bordeaux         ;84;7
FR       ;Bordeaux         ;87;13
FR       ;Rhône Valley     ;87;16
FR       ;Champagne        ;88;54
FR       ;Bordeaux         ;88;25
FR       ;Bordeaux         ;88;48
FR       ;Loire Valley     ;93;33
FR       ;France Other     ;85;10
FR       ;Burgundy         ;88;54
FR       ;Burgundy         ;88;20
FR       ;Bordeaux         ;94;130
FR       ;Bordeaux         ;94;120
FR       ;Alsace           ;94;37
FR       ;Alsace           ;94;33
FR       ;Alsace           ;94;45
FR       ;Alsace           ;94;50
FR       ;Bordeaux         ;94;35
FR       ;Alsace           ;86;13
FR       ;Alsace           ;85;20
FR       ;Alsace           ;85;30
FR       ;Languedoc-Roussil;84;14
FR       ;Beaujolais       ;84;14
FR       ;Beaujolais       ;84;13
FR       ;Languedoc-Roussil;84;13
FR       ;Languedoc-Roussil;84;20
FR       ;Beaujolais       ;84;16
FR       ;Southwest France ;84;10
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;88;34
FR       ;Languedoc-Roussil;88;20
FR       ;Languedoc-Roussil;88;13
FR       ;Bordeaux         ;88;21
FR       ;Bordeaux         ;88;72
FR       ;Languedoc-Roussil;91;29
FR       ;Loire Valley     ;89;30
FR       ;Rhône Valley     ;87;20
FR       ;Provence         ;88;20
FR       ;Beaujolais       ;92;20
FR       ;Beaujolais       ;92;34
FR       ;Beaujolais       ;92;
FR       ;Bordeaux         ;89;
FR       ;Rhône Valley     ;90;24
FR       ;Languedoc-Roussil;90;20
FR       ;Loire Valley     ;91;20
FR       ;Loire Valley     ;91;13
FR       ;Burgundy         ;92;52
FR       ;Southwest France ;88;25
FR       ;Alsace           ;86;16
FR       ;Alsace           ;86;24
FR       ;Alsace           ;86;22
FR       ;Burgundy         ;85;
FR       ;Burgundy         ;85;21
FR       ;Burgundy         ;85;
FR       ;Burgundy         ;84;
FR       ;Burgundy         ;84;18
FR       ;Beaujolais       ;89;30
FR       ;Bordeaux         ;89;40
FR       ;Beaujolais       ;89;22
FR       ;Champagne        ;88;
FR       ;Bordeaux         ;87;15
FR       ;Burgundy         ;86;
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Bordeaux         ;91;36
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;30
FR       ;Southwest France ;92;
FR       ;Provence         ;92;38
FR       ;Provence         ;92;48
FR       ;Provence         ;92;23
FR       ;Beaujolais       ;87;19
FR       ;Bordeaux         ;87;12
FR       ;Provence         ;91;25
FR       ;Provence         ;91;40
FR       ;Burgundy         ;86;27
FR       ;Southwest France ;90;17
FR       ;Loire Valley     ;90;19
FR       ;Bordeaux         ;84;18
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;30
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;12
FR       ;Bordeaux         ;84;14
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;85;10
FR       ;Burgundy         ;93;86
FR       ;Burgundy         ;93;46
FR       ;Burgundy         ;93;59
FR       ;Burgundy         ;93;90
FR       ;Burgundy         ;93;60
FR       ;Burgundy         ;93;65
FR       ;Champagne        ;92;207
FR       ;Champagne        ;92;67
FR       ;Champagne        ;92;56
FR       ;Bordeaux         ;92;58
FR       ;Bordeaux         ;92;22
FR       ;Burgundy         ;88;43
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;32
FR       ;Champagne        ;91;80
FR       ;Champagne        ;91;40
FR       ;Bordeaux         ;83;
FR       ;Bordeaux         ;82;
FR       ;Bordeaux         ;82;
FR       ;Bordeaux         ;81;
FR       ;Bordeaux         ;87;35
FR       ;Bordeaux         ;87;13
FR       ;Bordeaux         ;87;30
FR       ;Champagne        ;91;48
FR       ;Champagne        ;91;
FR       ;Beaujolais       ;91;14
FR       ;Alsace           ;91;23
FR       ;Burgundy         ;91;62
FR       ;Provence         ;91;23
FR       ;Provence         ;91;26
FR       ;Provence         ;91;44
FR       ;Provence         ;91;29
FR       ;Provence         ;88;20
FR       ;Alsace           ;90;23
FR       ;Burgundy         ;91;21
FR       ;Burgundy         ;91;75
FR       ;Burgundy         ;91;40
FR       ;Beaujolais       ;86;
FR       ;Burgundy         ;86;
FR       ;Bordeaux         ;90;16
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;45
FR       ;Bordeaux         ;90;26
FR       ;Bordeaux         ;90;24
FR       ;Southwest France ;88;12
FR       ;Southwest France ;88;29
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Rhône Valley     ;87;28
FR       ;Loire Valley     ;91;50
FR       ;Loire Valley     ;91;65
FR       ;Rhône Valley     ;91;108
FR       ;Loire Valley     ;91;25
FR       ;Provence         ;91;29
FR       ;Southwest France ;88;14
FR       ;Bordeaux         ;88;
FR       ;Southwest France ;90;11
FR       ;Southwest France ;89;17
FR       ;Southwest France ;89;70
FR       ;Champagne        ;88;
FR       ;Alsace           ;89;22
FR       ;Loire Valley     ;89;46
FR       ;Bordeaux         ;89;30
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;30
FR       ;Burgundy         ;88;28
FR       ;Burgundy         ;88;
FR       ;Champagne        ;96;79
FR       ;Champagne        ;96;
FR       ;Champagne        ;95;
FR       ;Champagne        ;95;150
FR       ;Champagne        ;95;275
FR       ;Burgundy         ;95;
FR       ;Champagne        ;95;
FR       ;Champagne        ;94;105
FR       ;Champagne        ;94;
FR       ;Southwest France ;92;20
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;90;24
FR       ;Bordeaux         ;90;
FR       ;Burgundy         ;87;17
FR       ;Burgundy         ;87;28
FR       ;Burgundy         ;87;20
FR       ;Burgundy         ;87;30
FR       ;Provence         ;87;16
FR       ;Provence         ;87;18
FR       ;Loire Valley     ;88;32
FR       ;Provence         ;88;19
FR       ;Burgundy         ;88;
FR       ;Alsace           ;88;25
FR       ;France Other     ;85;18
FR       ;Provence         ;85;15
FR       ;Provence         ;85;19
FR       ;Provence         ;85;25
FR       ;Loire Valley     ;83;14
FR       ;Burgundy         ;82;20
FR       ;Champagne        ;99;800
FR       ;Provence         ;84;
FR       ;Alsace           ;84;18
FR       ;Beaujolais       ;90;22
FR       ;Rhône Valley     ;90;40
FR       ;Rhône Valley     ;90;37
FR       ;Rhône Valley     ;90;18
FR       ;Rhône Valley     ;90;25
FR       ;Provence         ;92;35
FR       ;Bordeaux         ;92;67
FR       ;Burgundy         ;91;39
FR       ;Burgundy         ;91;
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Beaujolais       ;85;14
FR       ;Alsace           ;85;
FR       ;Beaujolais       ;85;
FR       ;Burgundy         ;85;15
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;85;20
FR       ;Alsace           ;89;
FR       ;Alsace           ;89;17
FR       ;Alsace           ;89;
FR       ;Champagne        ;89;63
FR       ;Champagne        ;89;80
FR       ;Loire Valley     ;87;10
FR       ;Loire Valley     ;87;12
FR       ;Champagne        ;88;49
FR       ;Bordeaux         ;88;20
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;88;
FR       ;Rhône Valley     ;93;391
FR       ;Alsace           ;88;20
FR       ;Alsace           ;88;38
FR       ;Bordeaux         ;93;
FR       ;Rhône Valley     ;92;44
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Southwest France ;85;11
FR       ;Loire Valley     ;85;12
FR       ;Southwest France ;88;17
FR       ;Southwest France ;88;25
FR       ;Bordeaux         ;88;22
FR       ;Southwest France ;87;20
FR       ;Burgundy         ;87;27
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;18
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;85;19
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;91;12
FR       ;Loire Valley     ;88;15
FR       ;Alsace           ;90;21
FR       ;Alsace           ;90;20
FR       ;Beaujolais       ;88;18
FR       ;Beaujolais       ;88;20
FR       ;Alsace           ;91;31
FR       ;Bordeaux         ;91;15
FR       ;Alsace           ;91;
FR       ;Alsace           ;91;18
FR       ;Alsace           ;91;23
FR       ;Alsace           ;91;20
FR       ;Rhône Valley     ;90;50
FR       ;Burgundy         ;90;25
FR       ;Burgundy         ;90;27
FR       ;Burgundy         ;90;
FR       ;Bordeaux         ;95;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Provence         ;88;15
FR       ;Southwest France ;88;14
FR       ;Provence         ;88;17
FR       ;Provence         ;88;17
FR       ;Southwest France ;90;46
FR       ;Provence         ;90;20
FR       ;Provence         ;90;20
FR       ;Provence         ;90;25
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;40
FR       ;Bordeaux         ;86;70
FR       ;Burgundy         ;93;100
FR       ;Rhône Valley     ;93;100
FR       ;Burgundy         ;93;85
FR       ;Burgundy         ;93;280
FR       ;Burgundy         ;93;80
FR       ;Burgundy         ;93;105
FR       ;Rhône Valley     ;93;108
FR       ;Burgundy         ;93;70
FR       ;Burgundy         ;93;60
FR       ;France Other     ;88;30
FR       ;Burgundy         ;88;42
FR       ;Southwest France ;88;
FR       ;Beaujolais       ;87;22
FR       ;Southwest France ;87;12
FR       ;Champagne        ;87;80
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;87;10
FR       ;Bordeaux         ;87;
FR       ;Alsace           ;84;
FR       ;Burgundy         ;84;22
FR       ;Bordeaux         ;85;33
FR       ;Burgundy         ;93;80
FR       ;Burgundy         ;93;160
FR       ;Burgundy         ;93;50
FR       ;Southwest France ;86;
FR       ;Bordeaux         ;85;9
FR       ;Bordeaux         ;85;17
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;14
FR       ;Bordeaux         ;84;14
FR       ;Champagne        ;93;139
FR       ;Bordeaux         ;89;
FR       ;Rhône Valley     ;94;105
FR       ;Rhône Valley     ;93;253
FR       ;Rhône Valley     ;93;32
FR       ;Rhône Valley     ;92;60
FR       ;Rhône Valley     ;92;54
FR       ;Alsace           ;85;17
FR       ;Champagne        ;84;40
FR       ;Alsace           ;84;
FR       ;Champagne        ;91;90
FR       ;Loire Valley     ;91;27
FR       ;Loire Valley     ;91;32
FR       ;Alsace           ;85;24
FR       ;Provence         ;85;12
FR       ;Burgundy         ;85;40
FR       ;Champagne        ;92;87
FR       ;Burgundy         ;92;26
FR       ;Beaujolais       ;92;59
FR       ;Champagne        ;92;150
FR       ;Bordeaux         ;87;28
FR       ;Alsace           ;90;17
FR       ;Champagne        ;90;49
FR       ;Alsace           ;89;18
FR       ;Bordeaux         ;89;15
FR       ;Alsace           ;87;
FR       ;Alsace           ;87;
FR       ;Alsace           ;87;
FR       ;Languedoc-Roussil;87;24
FR       ;Champagne        ;94;90
FR       ;Champagne        ;94;125
FR       ;Champagne        ;94;150
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;
FR       ;Alsace           ;89;80
FR       ;Bordeaux         ;89;32
FR       ;Bordeaux         ;89;12
FR       ;Bordeaux         ;89;14
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;35
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Burgundy         ;91;36
FR       ;Burgundy         ;91;40
FR       ;Burgundy         ;91;70
FR       ;Burgundy         ;90;50
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;
FR       ;Southwest France ;87;13
FR       ;Southwest France ;87;15
FR       ;Rhône Valley     ;87;250
FR       ;Burgundy         ;87;38
FR       ;Burgundy         ;87;
FR       ;Southwest France ;87;20
FR       ;Alsace           ;90;17
FR       ;Loire Valley     ;90;35
FR       ;Bordeaux         ;84;32
FR       ;Bordeaux         ;84;12
FR       ;Bordeaux         ;84;50
FR       ;Bordeaux         ;84;11
FR       ;Bordeaux         ;84;12
FR       ;Bordeaux         ;84;17
FR       ;Bordeaux         ;84;18
FR       ;Alsace           ;94;50
FR       ;Bordeaux         ;93;120
FR       ;Alsace           ;93;35
FR       ;Bordeaux         ;93;20
FR       ;Bordeaux         ;93;35
FR       ;Bordeaux         ;93;240
FR       ;Alsace           ;93;36
FR       ;Alsace           ;93;53
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;85;
FR       ;Burgundy         ;89;79
